,archivo,tiempo_ejecucion,duracion_plan,solucion,calificaciones_subtemas
18,i_2_0.csv,0.495328,491.0,"[1, 2, 3, 4, 5, 7, 8, 9, 10, 12, 14, 15, 18, 19, 20, 21, 22, 32, 33, 23, 26, 27, 28, 30, 31, 34, 36, 37, 38, 39, 40, 43, 45, 46, 47, 49, 50, 53, 54, 55, 66, 57, 58, 59, 60, 61, 63, 67, 69, 70, 71, 72, 73, 75, 77, 78, 80, 82, 83, 84, 85, 87, 88]","{1: 87.0, 2: 81.0, 3: 84.0, 4: 81.0, 5: 81.0, 6: 80.0, 7: 85.0, 8: 84.0}"
19,i_2_1.csv,0.578987,523.0,"[1, 2, 24, 3, 4, 5, 6, 7, 8, 9, 12, 15, 16, 17, 18, 20, 85, 21, 22, 33, 23, 43, 26, 28, 29, 30, 31, 35, 37, 38, 39, 40, 41, 46, 47, 48, 49, 50, 52, 53, 64, 65, 66, 56, 61, 57, 58, 62, 63, 11, 67, 69, 71, 72, 73, 74, 75, 77, 78, 79, 80, 81, 82, 84, 87, 88]","{1: 95.0, 2: 80.0, 3: 85.0, 4: 84.0, 5: 80.0, 6: 83.0, 7: 87.0, 8: 88.0}"
20,i_2_2.csv,0.752122,542.0,"[6, 1, 30, 3, 4, 5, 7, 40, 58, 8, 61, 59, 9, 24, 10, 12, 13, 23, 37, 16, 18, 48, 19, 20, 21, 22, 32, 25, 26, 27, 28, 31, 34, 35, 36, 43, 39, 41, 42, 45, 47, 81, 69, 82, 50, 51, 52, 53, 72, 54, 55, 71, 70, 66, 64, 65, 56, 57, 60, 67, 68, 75, 76, 77, 79, 80, 84, 85, 87, 88]","{1: 89.0, 2: 87.0, 3: 87.0, 4: 97.0, 5: 87.0, 6: 83.0, 7: 93.0, 8: 84.0}"
21,i_3_0.csv,0.553566,481.0,"[1, 2, 3, 5, 6, 7, 8, 9, 11, 12, 13, 14, 15, 16, 18, 19, 20, 21, 32, 33, 23, 24, 25, 27, 29, 30, 34, 35, 36, 39, 40, 41, 43, 44, 45, 46, 47, 48, 50, 52, 54, 55, 64, 65, 66, 57, 60, 62, 63, 67, 69, 70, 72, 74, 76, 77, 78, 79, 80, 82, 83, 85, 86, 87]","{1: 81.0, 2: 86.0, 3: 83.0, 4: 84.0, 5: 83.0, 6: 87.0, 7: 80.0, 8: 80.0}"
22,i_3_1.csv,0.735557,576.0,"[1, 18, 70, 2, 77, 3, 4, 5, 7, 9, 10, 28, 14, 76, 15, 16, 17, 19, 38, 20, 22, 32, 24, 72, 25, 27, 29, 80, 30, 31, 35, 37, 39, 81, 40, 42, 43, 44, 45, 46, 48, 49, 50, 51, 73, 52, 53, 54, 62, 64, 65, 66, 56, 58, 59, 60, 63, 67, 68, 69, 71, 75, 78, 79, 83, 85, 86, 33, 88]","{1: 80.0, 2: 89.0, 3: 91.0, 4: 86.0, 5: 91.0, 6: 89.0, 7: 99.0, 8: 85.0}"
23,i_3_2.csv,0.537236,514.0,"[1, 2, 3, 4, 6, 17, 10, 11, 45, 35, 21, 12, 36, 13, 14, 15, 16, 20, 71, 83, 22, 29, 48, 33, 23, 24, 25, 26, 28, 30, 31, 34, 37, 78, 38, 40, 42, 43, 46, 49, 50, 51, 54, 55, 64, 65, 66, 57, 58, 59, 60, 67, 69, 86, 70, 74, 76, 77, 80, 81, 82, 85, 88]","{1: 83.0, 2: 90.0, 3: 87.0, 4: 82.0, 5: 81.0, 6: 87.0, 7: 80.0, 8: 91.0}"
24,i_4_0.csv,0.509524,491.0,"[1, 4, 5, 7, 8, 9, 10, 12, 13, 14, 15, 16, 17, 18, 21, 22, 33, 23, 24, 26, 27, 28, 29, 30, 34, 36, 37, 38, 39, 40, 41, 42, 45, 48, 49, 50, 51, 53, 54, 55, 64, 65, 66, 56, 57, 59, 61, 62, 63, 68, 69, 70, 71, 72, 74, 76, 77, 78, 80, 81, 82, 83, 84, 85, 86]","{1: 81.0, 2: 83.0, 3: 81.0, 4: 82.0, 5: 82.0, 6: 87.0, 7: 83.0, 8: 82.0}"
25,i_4_1.csv,0.651491,540.0,"[1, 2, 5, 4, 7, 8, 46, 9, 40, 10, 11, 12, 29, 14, 15, 16, 17, 18, 41, 19, 81, 20, 32, 59, 33, 23, 25, 55, 26, 27, 30, 34, 70, 37, 39, 42, 43, 44, 45, 50, 51, 52, 53, 74, 54, 65, 66, 62, 56, 57, 60, 61, 63, 67, 71, 72, 73, 76, 77, 78, 80, 82, 83, 84, 87, 88]","{1: 87.0, 2: 85.0, 3: 92.0, 4: 87.0, 5: 96.0, 6: 88.0, 7: 83.0, 8: 86.0}"
26,i_4_2.csv,0.66892,524.0,"[1, 2, 3, 4, 5, 6, 7, 8, 12, 13, 14, 16, 17, 18, 20, 21, 22, 32, 23, 24, 25, 26, 27, 29, 30, 31, 64, 50, 53, 34, 36, 86, 49, 37, 38, 39, 42, 43, 44, 46, 47, 51, 81, 52, 54, 55, 56, 87, 57, 58, 59, 60, 61, 62, 67, 68, 69, 70, 83, 71, 72, 74, 75, 79, 80, 88]","{1: 81.0, 2: 88.0, 3: 83.0, 4: 80.0, 5: 98.0, 6: 82.0, 7: 82.0, 8: 80.0}"
27,i_5_0.csv,0.488554,551.0,"[2, 3, 5, 6, 8, 9, 10, 11, 12, 14, 15, 17, 18, 19, 21, 22, 32, 33, 24, 25, 26, 28, 30, 31, 34, 35, 37, 39, 40, 41, 42, 43, 45, 46, 47, 48, 51, 53, 54, 55, 64, 65, 66, 56, 57, 58, 59, 63, 67, 68, 69, 70, 71, 72, 73, 74, 77, 79, 80, 82, 83, 84, 85, 86, 88]","{1: 82.0, 2: 81.0, 3: 90.0, 4: 82.0, 5: 87.0, 6: 85.0, 7: 85.0, 8: 80.0}"
28,i_5_1.csv,0.82772,533.0,"[1, 2, 34, 7, 8, 9, 10, 87, 51, 11, 18, 12, 14, 63, 15, 55, 16, 19, 76, 17, 21, 32, 22, 26, 70, 72, 33, 23, 24, 27, 28, 36, 37, 38, 39, 40, 42, 43, 45, 46, 47, 48, 49, 50, 53, 64, 66, 75, 57, 58, 59, 60, 62, 6, 68, 69, 71, 74, 78, 79, 81, 82, 83, 84, 85, 86]","{1: 89.0, 2: 84.0, 3: 80.0, 4: 82.0, 5: 91.0, 6: 95.0, 7: 88.0, 8: 87.0}"
29,i_5_2.csv,0.916548,556.0,"[1, 43, 2, 3, 21, 4, 71, 5, 36, 6, 87, 7, 11, 12, 61, 14, 16, 15, 17, 20, 22, 24, 32, 25, 46, 26, 27, 54, 29, 30, 31, 34, 33, 35, 38, 40, 41, 42, 44, 45, 47, 48, 51, 53, 55, 65, 66, 56, 57, 59, 60, 62, 63, 74, 67, 68, 70, 79, 72, 73, 76, 77, 78, 80, 82, 84, 85, 88]","{1: 87.0, 2: 84.0, 3: 90.0, 4: 100.0, 5: 81.0, 6: 89.0, 7: 91.0, 8: 97.0}"
