,archivo,tiempo_ejecucion,duracion_plan,solucion,calificaciones_subtemas
11,f_4_2.csv,0.298912,483.0,"[60, 51, 6, 35, 40, 17, 71, 18, 22, 24, 67, 15, 76, 27, 29, 31, 32, 33, 34, 37, 38, 9, 45, 70, 53, 84, 68, 74, 87, 88, 1, 3, 5, 7, 8, 16, 65, 21, 13, 26, 42, 39, 50, 52, 83, 46, 47, 64, 66, 56, 57, 63, 75, 85, 78, 79]","{1: 72.0, 2: 71.0, 3: 70.0, 4: 79.0, 5: 72.0, 6: 72.0, 7: 80.0, 8: 79.0}"
12,f_5_0.csv,0.716072,397.0,"[1, 3, 4, 5, 6, 7, 8, 10, 12, 13, 14, 17, 18, 20, 21, 22, 32, 33, 23, 24, 25, 26, 27, 37, 38, 39, 40, 41, 44, 45, 46, 47, 48, 50, 53, 54, 64, 66, 56, 57, 58, 61, 62, 67, 68, 70, 71, 72, 75, 76, 78, 79, 80, 81, 83, 87, 88]","{1: 72.0, 2: 82.0, 3: 71.0, 4: 70.0, 5: 73.0, 6: 79.0, 7: 73.0, 8: 74.0}"
13,f_5_1.csv,0.349754,449.0,"[7, 16, 22, 25, 27, 33, 34, 35, 40, 46, 47, 53, 58, 62, 64, 66, 67, 68, 70, 74, 76, 78, 79, 82, 86, 87, 1, 4, 5, 6, 9, 10, 11, 14, 17, 19, 20, 21, 24, 28, 29, 23, 36, 37, 38, 41, 43, 48, 51, 55, 56, 57, 59, 60, 69, 83, 84]","{1: 72.0, 2: 72.0, 3: 72.0, 4: 75.0, 5: 70.0, 6: 74.0, 7: 70.0, 8: 71.0}"
14,f_5_2.csv,0.243062,429.0,"[2, 16, 4, 5, 7, 8, 15, 61, 18, 47, 22, 23, 66, 30, 86, 87, 34, 35, 51, 54, 63, 65, 69, 71, 72, 32, 74, 36, 70, 75, 81, 82, 84, 88, 10, 11, 19, 20, 13, 33, 25, 26, 28, 31, 40, 42, 43, 52, 44, 48, 50, 53, 59, 64, 60, 68, 78]","{1: 72.0, 2: 77.0, 3: 77.0, 4: 70.0, 5: 71.0, 6: 71.0, 7: 74.0, 8: 70.0}"
15,i_1_0.csv,0.933972,412.0,"[2, 4, 5, 6, 7, 8, 9, 14, 15, 16, 17, 18, 20, 21, 22, 32, 24, 25, 26, 28, 30, 31, 34, 40, 41, 42, 43, 44, 45, 48, 49, 50, 51, 52, 53, 55, 64, 65, 66, 58, 60, 61, 63, 67, 68, 69, 70, 71, 72, 75, 78, 79, 80, 81, 82, 84, 85, 88]","{1: 71.0, 2: 72.0, 3: 73.0, 4: 71.0, 5: 74.0, 6: 74.0, 7: 78.0, 8: 79.0}"
16,i_1_1.csv,0.737753,427.0,"[67, 57, 1, 2, 3, 79, 5, 10, 49, 6, 7, 78, 11, 12, 13, 14, 33, 15, 16, 17, 18, 40, 23, 24, 25, 27, 28, 29, 31, 58, 34, 36, 70, 38, 39, 41, 42, 43, 45, 46, 66, 47, 48, 51, 53, 54, 65, 59, 60, 61, 68, 69, 72, 73, 76, 77, 80, 81, 84, 82, 83, 88]","{1: 72.0, 2: 75.0, 3: 72.0, 4: 78.0, 5: 72.0, 6: 70.0, 7: 75.0, 8: 77.0}"
17,i_1_2.csv,0.753446,479.0,"[1, 19, 3, 4, 87, 6, 8, 9, 10, 38, 13, 14, 15, 18, 20, 21, 49, 22, 33, 23, 24, 26, 85, 28, 29, 30, 31, 34, 36, 37, 39, 40, 43, 44, 45, 52, 47, 46, 48, 51, 69, 54, 64, 66, 72, 56, 58, 59, 61, 63, 67, 68, 70, 71, 75, 76, 83, 78, 79, 80, 84, 86]","{1: 72.0, 2: 74.0, 3: 72.0, 4: 78.0, 5: 73.0, 6: 70.0, 7: 89.0, 8: 83.0}"
18,i_2_0.csv,0.603001,412.0,"[1, 2, 3, 4, 5, 7, 9, 10, 12, 14, 18, 19, 20, 21, 22, 32, 33, 23, 26, 28, 30, 31, 34, 37, 38, 39, 40, 43, 46, 47, 48, 49, 50, 52, 54, 55, 66, 57, 59, 60, 61, 63, 67, 69, 70, 71, 72, 75, 77, 78, 80, 82, 83, 84, 85, 88]","{1: 72.0, 2: 72.0, 3: 71.0, 4: 72.0, 5: 75.0, 6: 70.0, 7: 71.0, 8: 70.0}"
19,i_2_1.csv,0.618578,468.0,"[1, 2, 24, 3, 4, 5, 6, 7, 8, 12, 87, 14, 16, 17, 18, 20, 85, 21, 33, 23, 43, 26, 28, 29, 31, 35, 38, 40, 42, 45, 46, 48, 49, 50, 51, 52, 64, 65, 66, 56, 58, 61, 62, 63, 11, 67, 71, 72, 73, 74, 75, 77, 78, 79, 80, 81, 84, 88]","{1: 86.0, 2: 76.0, 3: 76.0, 4: 70.0, 5: 72.0, 6: 72.0, 7: 77.0, 8: 77.0}"
20,i_2_2.csv,0.649224,490.0,"[6, 1, 30, 3, 4, 5, 7, 61, 59, 9, 24, 10, 13, 23, 37, 16, 18, 48, 19, 20, 21, 22, 32, 25, 26, 27, 28, 31, 34, 35, 36, 43, 39, 41, 42, 45, 47, 81, 69, 82, 50, 51, 52, 53, 55, 71, 70, 66, 64, 65, 40, 56, 60, 62, 63, 67, 68, 72, 73, 79, 77, 80, 84, 85, 86, 87]","{1: 79.0, 2: 78.0, 3: 87.0, 4: 97.0, 5: 72.0, 6: 81.0, 7: 87.0, 8: 78.0}"
21,i_3_0.csv,0.583929,399.0,"[1, 2, 3, 5, 6, 7, 9, 11, 12, 13, 16, 19, 20, 21, 22, 32, 23, 24, 25, 27, 29, 30, 34, 35, 36, 39, 40, 43, 44, 45, 46, 47, 48, 50, 52, 54, 64, 66, 57, 60, 62, 63, 67, 70, 71, 72, 74, 76, 77, 78, 79, 80, 82, 85, 86, 87]","{1: 72.0, 2: 70.0, 3: 70.0, 4: 75.0, 5: 74.0, 6: 75.0, 7: 75.0, 8: 71.0}"
22,i_3_1.csv,0.735318,512.0,"[1, 18, 70, 2, 77, 3, 4, 5, 7, 10, 28, 14, 76, 15, 16, 17, 38, 20, 22, 24, 72, 25, 27, 29, 80, 30, 31, 35, 37, 39, 81, 40, 43, 44, 45, 46, 48, 49, 51, 73, 52, 53, 54, 62, 64, 65, 66, 59, 60, 61, 63, 67, 68, 19, 69, 71, 75, 82, 83, 84, 85]","{1: 70.0, 2: 89.0, 3: 70.0, 4: 74.0, 5: 80.0, 6: 81.0, 7: 99.0, 8: 75.0}"
23,i_3_2.csv,0.807622,473.0,"[1, 4, 77, 32, 5, 62, 7, 8, 9, 11, 45, 35, 21, 12, 36, 13, 14, 15, 17, 20, 71, 83, 22, 29, 48, 6, 33, 23, 24, 25, 28, 30, 34, 40, 42, 43, 44, 46, 49, 50, 51, 54, 55, 64, 65, 66, 56, 60, 79, 61, 63, 67, 27, 68, 69, 74, 75, 78, 80, 81, 82, 85, 88]","{1: 83.0, 2: 81.0, 3: 92.0, 4: 79.0, 5: 81.0, 6: 79.0, 7: 72.0, 8: 91.0}"
24,i_4_0.csv,0.597473,424.0,"[1, 5, 7, 8, 9, 10, 12, 13, 14, 15, 16, 17, 18, 21, 23, 24, 26, 27, 28, 29, 30, 34, 36, 38, 39, 40, 42, 43, 44, 45, 48, 49, 50, 51, 53, 54, 55, 65, 66, 56, 57, 59, 61, 62, 63, 68, 69, 70, 71, 74, 76, 77, 78, 80, 81, 82, 84, 85, 86]","{1: 71.0, 2: 72.0, 3: 72.0, 4: 72.0, 5: 82.0, 6: 72.0, 7: 74.0, 8: 70.0}"
25,i_4_1.csv,0.8596,449.0,"[1, 2, 5, 4, 7, 8, 46, 9, 40, 10, 11, 12, 29, 14, 15, 16, 17, 18, 41, 19, 32, 23, 25, 27, 28, 70, 37, 39, 42, 43, 44, 45, 50, 51, 52, 53, 74, 54, 65, 66, 62, 56, 57, 59, 60, 63, 67, 71, 72, 73, 77, 78, 81, 82, 83, 84, 87, 88]","{1: 87.0, 2: 71.0, 3: 74.0, 4: 76.0, 5: 81.0, 6: 74.0, 7: 73.0, 8: 74.0}"
26,i_4_2.csv,0.645657,455.0,"[1, 2, 3, 4, 5, 6, 7, 12, 13, 14, 16, 17, 18, 20, 22, 32, 23, 25, 26, 27, 29, 30, 31, 64, 50, 53, 34, 36, 86, 49, 37, 39, 42, 43, 44, 46, 47, 51, 81, 52, 54, 55, 56, 87, 57, 58, 60, 61, 62, 67, 68, 70, 83, 71, 72, 63, 73, 76, 77, 79, 80]","{1: 72.0, 2: 77.0, 3: 72.0, 4: 71.0, 5: 98.0, 6: 83.0, 7: 76.0, 8: 71.0}"
27,i_5_0.csv,0.538836,464.0,"[3, 4, 5, 6, 8, 10, 11, 12, 14, 15, 17, 19, 21, 22, 32, 33, 24, 25, 28, 30, 31, 34, 35, 37, 39, 40, 42, 43, 45, 46, 47, 48, 51, 53, 54, 64, 65, 66, 56, 57, 58, 59, 67, 68, 69, 70, 72, 73, 74, 77, 79, 80, 82, 83, 84, 87, 88]","{1: 78.0, 2: 72.0, 3: 77.0, 4: 72.0, 5: 74.0, 6: 72.0, 7: 76.0, 8: 75.0}"
28,i_5_1.csv,0.61784,474.0,"[1, 2, 39, 71, 3, 5, 34, 7, 8, 9, 18, 12, 14, 63, 15, 55, 16, 19, 76, 17, 21, 32, 22, 26, 70, 72, 33, 23, 27, 28, 31, 36, 37, 38, 40, 42, 43, 45, 46, 48, 49, 50, 52, 62, 54, 64, 66, 58, 59, 60, 6, 68, 69, 74, 75, 78, 81, 82, 83, 84, 85, 86, 87]","{1: 84.0, 2: 84.0, 3: 76.0, 4: 82.0, 5: 72.0, 6: 83.0, 7: 88.0, 8: 72.0}"
29,i_5_2.csv,0.846539,460.0,"[1, 3, 21, 4, 71, 5, 36, 6, 9, 27, 10, 12, 61, 14, 16, 15, 17, 20, 22, 24, 32, 33, 25, 46, 26, 54, 29, 31, 34, 35, 38, 41, 42, 44, 45, 47, 49, 51, 53, 65, 56, 57, 59, 60, 62, 63, 74, 67, 68, 79, 72, 73, 66, 76, 77, 80, 82, 84, 85, 88]","{1: 70.0, 2: 84.0, 3: 77.0, 4: 76.0, 5: 77.0, 6: 89.0, 7: 77.0, 8: 79.0}"
